stand,plot,species,dbh_cm_18
RPL65,RPL13,PIRE,22.5
RPL65,RPL13,PIRE,18.8
RPL65,RPL13,PIRE,22.9
RPL65,RPL13,PIRE,25
RPL65,RPL13,PIRE,17.2
RPL65,RPL13,PIRE,25.5
RPL65,RPL13,PIRE,22.7
RPL65,RPL13,PIRE,30.9
RPL65,RPL13,PIRE,23
RPL65,RPL13,PIRE,24.8
RPL65,RPL13,PIRE,20.5
RPL65,RPL13,PIRE,25.2
RPL65,RPL13,PIRE,28.9
RPL65,RPL13,PIRE,14.9
RPL65,RPL13,PIRE,23.8
RPL65,RPL13,PIRE,20
RPL65,RPL13,PIRE,22
RPL65,RPL13,PIRE,16.4
RPL65,RPL13,PIRE,23.9
RPL65,RPL13,PIRE,26.2
RPL65,RPL13,PIRE,19.1
RPL65,RPL13,PIRE,25
RPL65,RPL13,PIRE,29
RPL65,RPL13,PIRE,20.4
RPL65,RPL13,PIRE,24.1
RPL65,RPL13,PIRE,25
RPL65,RPL13,PIRE,22.1
RPL65,RPL13,PIRE,28.1
RPL65,RPL13,PIRE,28.5
RPL65,RPL13,PIRE,19.2
RPL65,RPL13,PIRE,26.5
RPL65,RPL13,PIRE,15.2
RPL65,RPL13,PIRE,20.4
RPL65,RPL13,PIRE,24.6
RPL65,RPL13,PIRE,23.7
RPL65,RPL13,PIRE,20
RPL65,RPL13,PIRE,25.5
RPL65,RPL13,PIRE,20.7
RPL65,RPL13,PIRE,23
RPL65,RPL13,PIRE,21.7
RPL65,RPL13,PIRE,25.3
RPL65,RPL13,PIRE,29.9
RPL65,RPL13,PIRE,20.9
RPL65,RPL13,PIRE,26.6
RPL65,RPL13,PIRE,20.5
RPL65,RPL14,PIRE,26
RPL65,RPL14,PIRE,28
RPL65,RPL14,PIRE,32
RPL65,RPL14,PIRE,30.4
RPL65,RPL14,PIRE,22.2
RPL65,RPL14,PIRE,23.5
RPL65,RPL14,PIRE,26
RPL65,RPL14,PIRE,27
RPL65,RPL14,PIRE,20.6
RPL65,RPL14,PIRE,29.8
RPL65,RPL14,PIRE,24.5
RPL65,RPL14,PIRE,24
RPL65,RPL14,PIRE,23
RPL65,RPL14,PIRE,24.9
RPL65,RPL14,PIRE,28.7
RPL65,RPL14,PIRE,23.8
RPL65,RPL14,PIRE,34.2
RPL65,RPL14,PIRE,24.3
RPL65,RPL14,PIRE,20.5
RPL65,RPL14,PIRE,27.6
RPL65,RPL14,PIRE,24
RPL65,RPL14,PIRE,26.5
RPL65,RPL14,PIRE,26.4
RPL65,RPL14,PIRE,27.9
RPL65,RPL14,PIRE,25.1
RPL65,RPL14,PIRE,29
RPL65,RPL14,PIRE,27.5
RPL65,RPL14,PIRE,23.1
RPL65,RPL14,PIRE,30.6
RPL65,RPL14,PIRE,24.5
RPL65,RPL14,PIRE,27
RPL65,RPL14,PIRE,19.3
RPL65,RPL14,PIRE,25.5
RPL65,RPL14,PIRE,21
RPL65,RPL14,PIRE,28
RPL65,RPL14,PIRE,26.6
RPL65,RPL14,PIRE,25.7
RPL65,RPL14,PIRE,26.7
RPL65,RPL14,PIRE,23.2
RPL65,RPL14,PIRE,27.7
RPL65,RPL14,PIRE,29.8
RPL65,RPL14,PIRE,22.4
RPL65,RPL14,PIRE,27.6
RPL65,RPL14,PIRE,31.2
RPL65,RPL14,PIRE,33
RPL65,RPL14,PIRE,34.7
RPL65,RPL14,PIRE,24.7
RPL65,RPL14,PIRE,26.4
RPL65,RPL14,PIRE,28
RPL65,RPL14,PIRE,28.2
RPL65,RPL14,PIRE,28.5
RPL65,RPL14,PIRE,30.3
RPL65,RPL14,PIRE,28
RPL65,RPL14,PIRE,20.9
RPL65,RPL14,PIRE,19.8
RPL65,RPL14,PIRE,23.5
RPL65,RPL14,PIRE,21.4
RPL65,RPL14,PIRE,19
RPL65,RPL14,PIRE,28
RPL65,RPL14,PIRE,25.2
RPL65,RPL14,PIRE,26
RPL65,RPL14,PIRE,25.4
RPL65,RPL14,PIRE,26.5
RPL65,RPL14,PIRE,22.5
RPL65,RPL15,PIRE,28.5
RPL65,RPL15,PIRE,11
RPL65,RPL15,PIRE,10.6
RPL65,RPL15,FAGR,6
RPL65,RPL15,PIRE,27.5
RPL65,RPL15,PIRE,31.4
RPL65,RPL15,PIRE,27.6
RPL65,RPL15,PIRE,32
RPL65,RPL15,PIRE,28.9
RPL65,RPL15,PIRE,25.6
RPL65,RPL15,PIRE,29.8
RPL65,RPL15,PIRE,22.9
RPL65,RPL15,PIRE,29.6
RPL65,RPL15,PIRE,34.9
RPL65,RPL15,PIRE,36.2
RPL65,RPL15,PIRE,30
RPL65,RPL15,PIRE,32
RPL65,RPL15,PIRE,30
RPL65,RPL15,PIRE,25.9
RPL65,RPL15,PIRE,26.5
RPL65,RPL15,PIRE,32.5
RPL65,RPL15,PIRE,30.2
RPL65,RPL15,PIRE,21.5
RPL65,RPL15,PIRE,28.4
RPL65,RPL15,PIRE,25
RPL65,RPL15,PIRE,22
RPL65,RPL15,PIRE,29.3
RPL65,RPL15,PIRE,32.4
RPL65,RPL15,PIRE,22.6
RPL65,RPL15,PIRE,27.4
RPL65,RPL15,PIRE,26.1
RPL65,RPL15,PIRE,32.8
RPL65,RPL15,PIRE,11.4
RPL65,RPL15,PIRE,29
RPL65,RPL15,PIRE,34.4
RPL65,RPL15,PIRE,28.5
RPL65,RPL15,PIRE,35.3
RPL65,RPL15,PIRE,32
RPL65,RPL15,PIRE,28.5
RPL65,RPL15,PIRE,24.6
RPL65,RPL15,PIRE,23.9
RPL65,RPL15,PIRE,30.3
RPL65,RPL15,PIRE,34.3
RPL65,RPL15,PIRE,20
RPL65,RPL15,PIRE,28.3
RPL65,RPL15,PIRE,22.5
RPL65,RPL15,PIRE,31
RPL65,RPL15,PIRE,32.7
RPL65,RPL15,PIRE,32
RPL65,RPL15,PIRE,30.2
RPL65,RPL15,PIRE,33.5
RPL65,RPL15,PIRE,30.5
RPL65,RPL15,PIRE,29.8
RPL65,RPL15,PIRE,27.4
RPL65,RPL15,PIRE,33.5
RPL65,RPL15,PIRE,31
RPL65,RPL15,PIRE,29.8
RPL65,RPL15,PIRE,36
RPL65,RPL15,PIRE,24.3
RPL65,RPL15,PIRE,34
